user,login_count,device_count,after_hours,login_frequency
DTAA/KTC0285,690,0.0,173,2.0
DTAA/KTM0960,690,0.0,177,2.0
DTAA/KUC0848,690,0.0,0,2.0
DTAA/KVH0355,954,0.0,0,2.765217391304348
DTAA/KYH0920,690,0.0,0,2.0
DTAA/LAH0397,690,0.0,234,2.0
DTAA/LAH0710,690,0.0,183,2.0
DTAA/LAL0170,690,0.0,345,2.0
DTAA/LAM0952,690,0.0,0,2.0
DTAA/LAT0452,690,0.0,690,2.0
DTAA/LAW0437,690,0.0,345,2.0
DTAA/LBB0095,1232,199.0,348,3.571014492753623
DTAA/LBC0422,690,0.0,345,2.0
DTAA/LBD0946,690,0.0,345,2.0
DTAA/LCC0556,690,0.0,167,2.0
DTAA/LCG0011,690,0.0,345,2.0
DTAA/LCG0546,973,337.0,181,2.8202898550724638
DTAA/LCK0551,690,0.0,345,2.0
DTAA/LCK0666,1094,520.0,514,3.1710144927536232
DTAA/LCL0792,690,0.0,345,2.0
DTAA/LCP0359,690,0.0,345,2.0
DTAA/LDB0961,1087,0.0,414,3.1507246376811593
DTAA/LDG0406,999,0.0,0,2.8956521739130436
DTAA/LDM0318,520,0.0,260,2.0
DTAA/LEH0561,690,0.0,0,2.0
DTAA/LGA0042,690,0.0,0,2.0
DTAA/LGV0288,690,0.0,187,2.0
DTAA/LIB0089,690,0.0,345,2.0
DTAA/LID0942,1070,259.0,183,3.101449275362319
DTAA/LJB0492,690,0.0,0,2.0
DTAA/LJR0772,820,193.0,441,2.3098591549295775
DTAA/LJU0036,690,0.0,0,2.0
DTAA/LKY0181,319,9.0,26,3.038095238095238
DTAA/LLB0843,954,0.0,182,2.765217391304348
DTAA/LLK0316,690,0.0,0,2.0
DTAA/LMH0690,690,0.0,511,2.0
DTAA/LMJ0323,214,0.0,107,2.0
DTAA/LND0767,690,0.0,345,2.0
DTAA/LNM0509,690,0.0,0,2.0
DTAA/LPB0141,690,0.0,0,2.0
DTAA/LPG0099,1109,469.0,0,3.214492753623188
DTAA/LQA0232,956,0.0,0,2.7710144927536233
DTAA/LRH0747,1193,322.0,196,3.457971014492754
DTAA/LRS0325,690,0.0,0,2.0
DTAA/LSV0944,690,0.0,345,2.0
DTAA/LTB0150,690,0.0,345,2.0
DTAA/LTM0418,1187,451.0,172,3.4405797101449274
DTAA/LVC0027,690,0.0,507,2.0
DTAA/LYC0672,690,0.0,0,2.0
DTAA/MAB0532,794,136.0,169,2.301449275362319
DTAA/MAG0290,740,263.0,0,2.1449275362318843
DTAA/MAH0712,690,0.0,235,2.0
DTAA/MAM0947,690,0.0,411,2.0
DTAA/MBD0602,690,0.0,0,2.0
DTAA/MBR0166,1012,0.0,0,2.933333333333333
DTAA/MBZ0932,690,0.0,345,2.0
DTAA/MCC0851,690,0.0,0,2.0
DTAA/MCF0427,752,44.0,294,2.160919540229885
DTAA/MCF0985,959,0.0,0,2.7797101449275363
DTAA/MCH0530,1225,12.0,416,3.5302593659942363
DTAA/MCM0090,690,0.0,189,2.0
DTAA/MCM0346,1112,465.0,345,3.2231884057971016
DTAA/MCR0314,690,0.0,345,2.0
DTAA/MCR0375,1028,0.0,350,2.979710144927536
DTAA/MDC0595,690,0.0,170,2.0
DTAA/MDS0742,690,0.0,408,2.0
DTAA/MDT0356,1127,0.0,167,3.2666666666666666
DTAA/MED0748,690,0.0,345,2.0
DTAA/MEV0886,1040,10.0,376,2.9885057471264367
DTAA/MFN0656,690,0.0,345,2.0
DTAA/MGB0728,690,0.0,345,2.0
DTAA/MGF0743,690,0.0,345,2.0
DTAA/MGY0732,766,0.0,0,3.2184873949579833
DTAA/MHM0988,690,0.0,345,2.0
DTAA/MIC0914,1269,494.0,62,3.646551724137931
DTAA/MIH0429,690,0.0,345,2.0
DTAA/MIK0034,1089,524.0,357,3.1565217391304348
DTAA/MJF0892,1151,0.0,176,3.336231884057971
DTAA/MJK0212,690,0.0,169,2.0
DTAA/MJM0228,704,262.0,14,2.0288184438040346
DTAA/MJM0469,972,661.0,345,2.8173913043478263
DTAA/MJP0603,690,0.0,170,2.0
DTAA/MKG0273,690,0.0,171,2.0
DTAA/MKN0234,690,0.0,0,2.0
DTAA/MLC0238,690,0.0,163,2.0
DTAA/MMF0289,1180,655.0,172,3.420289855072464
DTAA/MMH0581,1008,0.0,349,2.9217391304347826
DTAA/MMH0612,983,521.0,0,2.8492753623188407
DTAA/MNB0956,748,0.0,159,2.1681159420289857
DTAA/MND0048,96,0.0,34,2.823529411764706
DTAA/MND0675,690,0.0,345,2.0
DTAA/MOA0526,690,0.0,0,2.0
DTAA/MPA0136,690,0.0,180,2.0
DTAA/MQL0135,1056,678.0,390,3.0085470085470085
DTAA/MRL0518,64,0.0,29,2.206896551724138
DTAA/MRM0205,690,0.0,186,2.0
DTAA/MRS0395,690,0.0,0,2.0
DTAA/MSH0322,690,0.0,345,2.0
DTAA/MSK0862,690,0.0,177,2.0
DTAA/MSM0226,1018,0.0,0,2.9507246376811596
DTAA/MSP0078,690,0.0,0,2.0
DTAA/MST0883,332,0.0,166,2.0
DTAA/MSV0506,1074,0.0,457,3.0253521126760563
DTAA/MTC0538,690,0.0,345,2.0
DTAA/MTM0239,690,0.0,345,2.0
DTAA/MTS0084,690,0.0,0,2.0
DTAA/MVL0885,690,0.0,345,2.0
DTAA/MVP0572,988,0.0,199,2.863768115942029
DTAA/MVW0630,1120,654.0,430,3.1818181818181817
DTAA/MWH0853,690,0.0,345,2.0
DTAA/MWJ0837,690,0.0,345,2.0
DTAA/MXM0271,1206,0.0,175,3.4956521739130433
DTAA/MXM0838,971,458.0,345,2.8144927536231883
DTAA/MZB0206,690,0.0,165,2.0
DTAA/MZW0111,826,269.0,352,2.3942028985507244
DTAA/NAC0161,1132,0.0,351,3.281159420289855
DTAA/NAT0252,530,0.0,265,2.0
DTAA/NAW0939,690,0.0,184,2.0
DTAA/NBB0501,690,0.0,345,2.0
DTAA/NBT0479,969,0.0,345,2.8086956521739133
DTAA/NCW0246,973,0.0,181,2.8202898550724638
DTAA/NDH0524,690,0.0,345,2.0
DTAA/NDH0807,394,0.0,0,3.517857142857143
DTAA/NDM0893,1073,35.0,397,3.101156069364162
DTAA/NDS0490,878,255.0,465,2.4593837535014007
DTAA/NEP0644,690,0.0,156,2.0
DTAA/NET0306,690,0.0,168,2.0
DTAA/NFD0706,1153,0.0,178,3.3420289855072465
DTAA/NGC0624,1080,0.0,352,3.130434782608696
DTAA/NHH0566,1044,0.0,428,2.932584269662921
DTAA/NHL0253,1212,45.0,63,3.4431818181818183
DTAA/NHL0521,1058,132.0,177,3.0402298850574714
DTAA/NIC0901,690,0.0,151,2.0
DTAA/NJC0459,690,0.0,0,2.0
DTAA/NJD0267,690,0.0,345,2.0
DTAA/NJH0593,690,0.0,0,2.0
DTAA/NJM0476,690,0.0,345,2.0
DTAA/NJS0448,954,0.0,237,2.765217391304348
DTAA/NJW0094,690,0.0,0,2.0
DTAA/NKM0018,956,0.0,345,2.7710144927536233
DTAA/NLD0701,690,0.0,345,2.0
DTAA/NMC0251,724,0.0,345,2.0985507246376813
DTAA/NMR0621,973,0.0,180,2.8202898550724638
DTAA/NNB0443,969,655.0,345,2.8086956521739133
DTAA/NNS0898,690,0.0,175,2.0
DTAA/NQC0925,690,0.0,345,2.0
DTAA/NRH0276,690,0.0,0,2.0
DTAA/NRM0093,734,0.0,352,2.127536231884058
DTAA/NRS0477,690,0.0,345,2.0
DTAA/NSC0842,1086,193.0,182,3.1478260869565218
DTAA/NSD0763,690,0.0,0,2.0
DTAA/NSP0910,862,595.0,0,2.4985507246376812
DTAA/NTO0396,690,0.0,345,2.0
DTAA/NWC0765,690,0.0,392,2.0
DTAA/NWG0682,690,0.0,345,2.0
DTAA/NWT0708,476,0.0,238,2.0
DTAA/NZD0771,690,0.0,0,2.0
DTAA/OAR0291,970,0.0,345,2.8115942028985508
DTAA/OBD0786,975,0.0,0,2.8260869565217392
DTAA/OBF0564,690,0.0,345,2.0
DTAA/ODW0839,730,255.0,351,2.1159420289855073
DTAA/OES0636,690,0.0,0,2.0
DTAA/OHA0451,690,0.0,345,2.0
DTAA/OHW0215,690,0.0,345,2.0
DTAA/OIR0424,690,0.0,0,2.0
DTAA/OJG0866,690,0.0,690,2.0
DTAA/OJH0425,1096,523.0,347,3.1768115942028987
DTAA/OKG0160,996,0.0,347,2.8869565217391306
DTAA/OLR0984,292,0.0,146,2.0
DTAA/ONB0177,962,0.0,345,2.7884057971014493
DTAA/ONQ0625,690,0.0,0,2.0
DTAA/ORW0580,690,0.0,0,2.0
DTAA/OSH0281,690,0.0,345,2.0
DTAA/OSS0859,964,0.0,345,2.794202898550725
DTAA/OTS0256,690,0.0,345,2.0
DTAA/OUS0565,558,0.0,200,2.79
DTAA/OXC0609,690,0.0,345,2.0
DTAA/OYR0801,1096,645.0,516,3.0786516853932584
DTAA/OZD0789,690,0.0,345,2.0
DTAA/OZM0468,690,0.0,0,2.0
DTAA/PAC0722,690,0.0,0,2.0
DTAA/PAG0557,690,0.0,345,2.0
DTAA/PBH0441,262,0.0,0,2.0
DTAA/PCM0846,1151,30.0,473,3.2606232294617565
DTAA/PCO0684,690,0.0,0,2.0
DTAA/PCS0097,690,0.0,0,2.0
DTAA/PDB0413,88,0.0,0,2.0
DTAA/PDS0896,690,0.0,165,2.0
DTAA/PFF0657,690,0.0,0,2.0
DTAA/PID0096,976,0.0,345,2.8289855072463768
DTAA/PIG0194,690,0.0,175,2.0
DTAA/PIP0746,1019,517.0,346,2.953623188405797
DTAA/PJL0320,1120,0.0,464,3.0939226519337018
DTAA/PJS0809,914,0.0,345,2.6492753623188405
DTAA/PKH0542,854,0.0,305,2.8
DTAA/PKM0092,1038,0.0,377,2.9827586206896552
DTAA/PKM0411,690,0.0,345,2.0
DTAA/PMB0702,1061,95.0,46,3.0401146131805157
DTAA/PMG0890,690,0.0,0,2.0
DTAA/PML0209,690,0.0,0,2.0
DTAA/PRB0157,690,0.0,0,2.0
DTAA/PRB0568,690,0.0,345,2.0
DTAA/PRH0825,690,0.0,345,2.0
DTAA/PRR0982,690,0.0,345,2.0
DTAA/PSP0555,1205,268.0,348,3.4927536231884058
DTAA/PTH0957,690,0.0,345,2.0
DTAA/PUH0847,792,259.0,441,2.2436260623229463
DTAA/PVH0124,690,0.0,345,2.0
DTAA/PVW0713,690,0.0,345,2.0
DTAA/PXB0069,981,593.0,0,2.8434782608695652
DTAA/QAM0113,690,0.0,345,2.0
DTAA/QCD0829,963,0.0,345,2.791304347826087
DTAA/QGF0292,1157,0.0,170,3.353623188405797
DTAA/QGM0222,690,0.0,184,2.0
DTAA/QKR0651,830,464.0,356,2.4057971014492754
DTAA/QLC0632,690,0.0,169,2.0
DTAA/QLW0941,1153,0.0,0,3.3420289855072465
DTAA/QNC0832,1188,0.0,350,3.4434782608695653
DTAA/QNK0574,690,0.0,345,2.0
DTAA/QOH0361,946,0.0,0,2.7420289855072464
DTAA/QVM0338,690,0.0,0,2.0
DTAA/QZD0164,970,0.0,0,2.8115942028985508
DTAA/RAA0594,690,0.0,0,2.0
DTAA/RAC0282,993,0.0,18,2.853448275862069
DTAA/RAH0968,836,69.0,83,2.348314606741573
DTAA/RAY0882,966,0.0,0,2.8
DTAA/RBB0229,690,0.0,690,2.0
DTAA/RBC0583,1168,6.0,28,3.3563218390804597
DTAA/RBC0879,1079,616.0,88,3.1005747126436782
DTAA/RBY0065,838,0.0,393,2.3874643874643873
DTAA/RCF0540,690,0.0,345,2.0
DTAA/RCR0864,690,0.0,345,2.0
DTAA/RCW0436,690,190.0,176,2.0
DTAA/RDG0335,690,0.0,0,2.0
DTAA/RDG0350,690,0.0,345,2.0
DTAA/RDH0117,690,0.0,345,2.0
DTAA/RDP0855,690,0.0,345,2.0
DTAA/RDT0659,963,0.0,0,2.791304347826087
DTAA/REK0484,678,0.0,222,2.0
DTAA/RER0237,961,0.0,345,2.785507246376812
DTAA/RES0962,794,395.0,351,2.301449275362319
DTAA/RHP0688,924,450.0,0,2.7664670658682633
DTAA/RIG0024,272,0.0,61,2.0
DTAA/RIM0938,690,0.0,345,2.0
DTAA/RJP0286,690,0.0,345,2.0
DTAA/RJP0345,971,0.0,165,2.8144927536231883
DTAA/RJP0874,690,0.0,0,2.0
DTAA/RJW0590,690,0.0,160,2.0
DTAA/RKC0190,690,0.0,345,2.0
DTAA/RKC0733,690,0.0,401,2.0
DTAA/RKD0255,690,0.0,345,2.0
DTAA/RLC0019,690,0.0,164,2.0
DTAA/RLC0442,778,71.0,430,2.210227272727273
DTAA/RLE0844,690,0.0,345,2.0
DTAA/RLS0935,690,0.0,345,2.0
DTAA/RLS0966,690,0.0,0,2.0
DTAA/RLW0861,690,0.0,431,2.0
DTAA/RME0699,1126,518.0,167,3.263768115942029
DTAA/ROC0257,690,0.0,345,2.0
DTAA/ROM0419,690,0.0,345,2.0
DTAA/RQH0770,1012,122.0,385,2.9248554913294798
DTAA/RRF0245,690,0.0,210,2.0
DTAA/RRL0780,956,0.0,175,2.7710144927536233
DTAA/RSG0385,690,0.0,0,2.0
DTAA/RSJ0328,690,0.0,164,2.0
DTAA/RTH0376,88,0.0,0,2.0
DTAA/RVM0826,690,0.0,345,2.0
DTAA/RVS0852,1208,400.0,195,3.5014492753623188
DTAA/RWD0210,690,0.0,345,2.0
DTAA/RXE0207,1019,119.0,161,2.953623188405797
DTAA/RXM0204,885,0.0,0,2.8095238095238093
DTAA/RZW0369,961,0.0,345,2.785507246376812
DTAA/SAE0683,176,0.0,88,2.0
DTAA/SAH0192,1080,432.0,113,3.0508474576271185
DTAA/SAM0954,912,0.0,0,2.643478260869565
DTAA/SAO0167,690,0.0,0,2.0
DTAA/SAP0304,1036,14.0,230,2.9348441926345608
DTAA/SAS0433,690,0.0,0,2.0
DTAA/SAS0601,690,0.0,387,2.0
DTAA/SBB0044,690,0.0,345,2.0
DTAA/SBC0360,690,0.0,0,2.0
DTAA/SBH0674,1091,0.0,359,3.1623188405797102
DTAA/SBK0108,690,0.0,0,2.0
DTAA/SBM0217,690,0.0,345,2.0
DTAA/SCB0529,690,0.0,345,2.0
DTAA/SCJ0498,969,0.0,345,2.8086956521739133
DTAA/SCK0576,690,0.0,163,2.0
DTAA/SCW0707,1155,515.0,166,3.347826086956522
DTAA/SDC0032,1121,398.0,301,3.1666666666666665
DTAA/SDL0679,690,0.0,221,2.0
DTAA/SDM0333,690,0.0,0,2.0
DTAA/SDR0010,690,0.0,168,2.0
DTAA/SEF0446,769,252.0,275,2.8801498127340825
DTAA/SER0835,690,0.0,0,2.0
DTAA/SES0660,38,0.0,0,2.0
DTAA/SFS0308,690,0.0,345,2.0
DTAA/SGC0118,690,0.0,0,2.0
DTAA/SGG0584,963,0.0,345,2.791304347826087
DTAA/SGS0352,690,0.0,345,2.0
DTAA/SHR0025,1207,350.0,237,3.438746438746439
DTAA/SHS0608,690,0.0,345,2.0
DTAA/SHT0953,690,0.0,345,2.0
DTAA/SIP0805,690,0.0,0,2.0
DTAA/SIR0586,690,0.0,177,2.0
DTAA/SJA0691,1006,258.0,345,2.915942028985507
DTAA/SJB0751,690,0.0,345,2.0
DTAA/SJC0487,890,0.0,351,2.579710144927536
DTAA/SJC0735,690,0.0,345,2.0
DTAA/SJH0588,1117,609.0,449,3.1732954545454546
DTAA/SJH0907,690,0.0,345,2.0
DTAA/SKB0263,690,0.0,0,2.0
DTAA/SKH0467,1002,124.0,346,2.9043478260869566
DTAA/SKL0881,974,0.0,345,2.8231884057971013
DTAA/SKP0270,690,0.0,345,2.0
DTAA/SKW0871,972,528.0,345,2.8173913043478263
DTAA/SLC0778,964,656.0,345,2.794202898550725
DTAA/SLG0008,690,0.0,172,2.0
DTAA/SLM0589,690,0.0,175,2.0
DTAA/SLM0781,973,0.0,345,2.8202898550724638
DTAA/SMC0139,910,0.0,171,2.63768115942029
DTAA/SMD0773,690,0.0,345,2.0
DTAA/SML0086,949,0.0,345,2.7507246376811594
DTAA/SML0486,957,0.0,0,2.773913043478261
DTAA/SMW0913,690,0.0,0,2.0
DTAA/SND0611,690,0.0,380,2.0
DTAA/SOG0461,690,0.0,154,2.0
DTAA/SOM0478,864,196.0,0,2.5043478260869567
DTAA/SPK0818,1003,517.0,173,2.907246376811594
DTAA/SRN0275,1131,14.0,576,3.194915254237288
DTAA/SSB0151,690,0.0,0,2.0
DTAA/SSC0047,972,0.0,239,2.8173913043478263
DTAA/SSC0387,690,0.0,239,2.0
DTAA/SSH0085,690,0.0,345,2.0
DTAA/SSH0144,1144,0.0,182,3.315942028985507
DTAA/SSV0560,206,0.0,118,2.0
DTAA/SSW0815,690,0.0,345,2.0
DTAA/STC0066,690,0.0,345,2.0
DTAA/STF0145,1080,269.0,89,3.0681818181818183
DTAA/SVC0175,690,0.0,345,2.0
DTAA/SVM0756,690,0.0,0,2.0
DTAA/SWM0768,690,0.0,345,2.0
DTAA/SXH0895,734,0.0,352,2.127536231884058
DTAA/TAO0639,738,254.0,345,2.139130434782609
DTAA/TCH0230,690,0.0,0,2.0
DTAA/TCR0218,560,0.0,136,2.0
DTAA/TDW0348,690,0.0,0,2.0
DTAA/TEG0502,690,0.0,177,2.0
DTAA/TER0923,690,0.0,0,2.0
DTAA/TFS0216,690,0.0,345,2.0
DTAA/TGC0670,1145,0.0,349,3.318840579710145
DTAA/THB0783,690,0.0,0,2.0
DTAA/THL0671,718,0.0,0,2.081159420289855
DTAA/THS0006,690,0.0,0,2.0
DTAA/TIW0195,690,0.0,0,2.0
DTAA/TJP0714,1030,0.0,22,2.968299711815562
DTAA/TKG0523,690,0.0,394,2.0
DTAA/TKH0211,1091,58.0,447,3.0646067415730336
DTAA/TLB0017,824,316.0,0,2.3884057971014494
DTAA/TLB0831,690,0.0,171,2.0
DTAA/TLV0936,690,0.0,345,2.0
DTAA/TNB0740,742,391.0,0,2.1507246376811593
DTAA/TPC0102,1199,11.0,403,3.3870056497175143
DTAA/TQC0249,730,0.0,357,2.1159420289855073
DTAA/TRB0414,1148,0.0,363,3.327536231884058
DTAA/TRP0068,690,0.0,345,2.0
DTAA/TRT0979,322,0.0,161,2.0
DTAA/TSC0431,690,0.0,174,2.0
DTAA/TSM0130,962,0.0,412,2.7884057971014493
DTAA/TTG0637,690,0.0,389,2.0
DTAA/TUA0298,1149,0.0,359,3.320809248554913
DTAA/TXR0884,690,0.0,0,2.0
DTAA/TZB0870,690,0.0,345,2.0
DTAA/UAD0165,690,0.0,345,2.0
DTAA/UBB0186,690,0.0,345,2.0
DTAA/UBH0964,968,0.0,0,2.8057971014492753
DTAA/UCM0106,690,0.0,345,2.0
DTAA/UGW0223,88,0.0,44,2.0
DTAA/UJC0849,690,0.0,0,2.0
DTAA/ULB0178,1002,0.0,0,2.9043478260869566
DTAA/UMB0449,998,0.0,164,2.8927536231884057
DTAA/UMK0142,690,0.0,0,2.0
DTAA/USB0641,668,0.0,668,2.0
DTAA/VAH0262,1095,0.0,365,3.1739130434782608
DTAA/VAP0168,962,0.0,391,2.7884057971014493
DTAA/VBW0447,690,0.0,0,2.0
DTAA/VCG0663,1147,338.0,354,3.3246376811594205
DTAA/VDP0070,690,0.0,0,2.0
DTAA/VFP0669,1189,379.0,349,3.446376811594203
DTAA/VFS0231,690,0.0,183,2.0
DTAA/VFT0014,690,0.0,0,2.0
DTAA/VIR0488,690,0.0,161,2.0
DTAA/VJD0704,690,0.0,0,2.0
DTAA/VKB0605,690,135.0,0,2.0
DTAA/VMA0051,996,395.0,0,2.8869565217391306
DTAA/VMF0423,410,0.0,0,2.0
DTAA/VMM0309,922,0.0,167,2.672463768115942
DTAA/VNM0127,768,297.0,423,2.1818181818181817
DTAA/VUF0522,955,0.0,182,2.7681159420289854
DTAA/WAB0970,690,0.0,0,2.0
DTAA/WAH0813,690,0.0,177,2.0
DTAA/WBW0591,690,0.0,345,2.0
DTAA/WCB0440,690,0.0,180,2.0
DTAA/WCM0391,690,0.0,345,2.0
DTAA/WCN0570,742,199.0,383,2.1260744985673354
DTAA/WDW0064,690,0.0,0,2.0
DTAA/WDW0198,690,0.0,0,2.0
DTAA/WDW0485,1096,595.0,0,3.1768115942028987
DTAA/WFH0909,690,0.0,345,2.0
DTAA/WFL0495,466,0.0,154,3.0860927152317883
DTAA/WGL0515,690,0.0,345,2.0
DTAA/WJG0153,971,189.0,0,2.8144927536231883
DTAA/WJR0592,690,0.0,178,2.0
DTAA/WKH0407,954,0.0,345,2.765217391304348
DTAA/WLB0169,958,0.0,173,2.7768115942028984
DTAA/WMJ0364,971,395.0,185,2.8144927536231883
DTAA/WNS0816,976,0.0,0,2.8289855072463768
DTAA/WOT0549,1163,342.0,422,3.3419540229885056
DTAA/WPH0764,690,0.0,0,2.0
DTAA/WSL0470,971,0.0,0,2.8144927536231883
DTAA/WTA0867,756,65.0,409,2.141643059490085
DTAA/WWC0894,690,0.0,0,2.0
DTAA/XCB0445,814,0.0,369,2.345821325648415
DTAA/XGB0052,690,0.0,0,2.0
DTAA/XHN0227,690,0.0,345,2.0
DTAA/XIN0791,720,0.0,432,2.0630372492836675
DTAA/XKR0971,690,387.0,388,2.0
DTAA/XQW0354,1148,340.0,0,3.327536231884058
DTAA/XRP0435,690,0.0,244,2.0
DTAA/XXD0650,690,0.0,345,2.0
DTAA/YCB0005,970,656.0,345,2.8115942028985508
DTAA/YCB0967,690,0.0,345,2.0
DTAA/YCD0922,690,0.0,345,2.0
DTAA/YCS0667,690,0.0,175,2.0
DTAA/YCV0635,690,206.0,179,2.0
DTAA/YJJ0129,862,0.0,357,2.4985507246376812
DTAA/YLO0362,690,0.0,0,2.0
DTAA/YQW0689,1106,264.0,353,3.205797101449275
DTAA/YSH0268,690,0.0,162,2.0
DTAA/YVF0045,1177,0.0,166,3.411594202898551
DTAA/ZAB0889,1061,72.0,255,2.988732394366197
DTAA/ZBH0980,690,0.0,0,2.0
DTAA/ZBM0626,690,0.0,345,2.0
DTAA/ZCA0652,974,0.0,0,2.8231884057971013
DTAA/ZCH0336,690,0.0,345,2.0
DTAA/ZGH0528,972,0.0,0,2.8173913043478263
DTAA/ZKE0662,969,0.0,690,2.8086956521739133
DTAA/ZKH0388,1066,268.0,350,3.0898550724637683
DTAA/ZKN0548,690,0.0,0,2.0
DTAA/ZRR0705,690,0.0,0,2.0
